step,"Flow: (0.04) S -> I, 
inducing by: I, ","Flow: (0.01) I -> R, 
 not inducing"
354,"0,053491095038273984","0,17294244032492742"
355,"0,05304800416832645","0,17166145565189844"
356,"0,052611411067292425","0,17038949040923676"
357,"0,05218118715119416","0,16912651487061273"
358,"0,05175720673144347","0,16787249833598325"
359,"0,05133934694680474","0,16662740917076985"
360,"0,05092748769691569","0,1653912148439448"
361,"0,050521511577336045","0,1641638819650526"
362,"0,05012130381609442","0,16294537632019293"
363,"0,04972675221170429","0,16173566290699185"
364,"0,04933774707261927","0,1605347059685855"
365,"0,04895418115809882","0,15934246902664156"
366,"0,04857594962045573","0,1581589149134428"
367,"0,04820294994865649","0,15698400580305621"
368,"0,047835081913246695","0,1558177032416107"
369,"0,047472247512573125","0,15465996817670624"
370,"0,04711435092027528","0,15351076098597657"
371,"0,04676129843401885","0,15237004150482655"
372,"0,04641299842544445","0,15123776905336608"
373,"0,04606936129130484","0,15011390246256018"
374,"0,045730299405764806","0,14899840009961635"
375,"0,04539572707383772","0,14789121989262805"
376,"0,04506556048593351","0,14679231935449383"
377,"0,044739717673493246","0,14570165560613096"
378,"0,0444181184656856","0,14461918539900154"
379,"0,04410068444714127","0,14354486513696887"
380,"0,04378733891670157","0,1424786508975021"
381,"0,04347800684715796","0,14142049845224536"
382,"0,043172614845959786","0,14037036328696836"
383,"0,04287109111686751","0,13932820062091478"
384,"0,042573365422529846","0,13829396542556385"
385,"0,042279369047962964","0,13726761244282074"
386,"0,04198903476491062","0,13624909620265074"
387,"0,041702296797064636","0,135238371040172"
388,"0,041419090786125275","0,13423539111222085"
389,"0,041139353758681656","0,13324011041340378"
390,"0,040863024093892746","0,13225248279164986"
391,"0,040590041491949745","0,13127246196327647"
392,"0,04032034694330146","0,13030000152758156"
393,"0,04005388269862387","0,12933505498097497"
394,"0,03979059223951661","0,12837757573066097"
395,"0,03953042024990832","0,1274275171078842"
396,"0,039273312588154155","0,12648483238075048"
397,"0,03901921625980844","0,12554947476663414"
398,"0,038768079391056205","0,12462139744418257"
399,"0,03851985120278764","0,12370055356492923"
400,"0,03827448198529972","0,12278689626452537"
401,"0,03803192307360981","0,12188037867360084"
402,"0,0377921268233663","0,12098095392826415"
403,"0,03755504658734153","0,12008857518025103"
404,"0,03732063669249302","0,1192031956067318"
405,"0,03708885241757886","0,11832476841978606"
406,"0,036859649971313704","0,1174532468755541"
407,"0,03663298647105214","0,11658858428307392"
408,"0,03640881992198648","0,11573073401281216"
409,"0,036187109196846236","0,11487964950489749"
410,"0,03596781401608693","0,11403528427706454"
411,"0,035750894928556314","0,11319759193231622"
412,"0,035536313292626014","0,11236652616631247"
413,"0,035324031257777284","0,11154204077449245"
414,"0,03511401174662957","0,11072408965893805"
415,"0,034906218437400945","0,10991262683498551"
416,"0,0347006157467898","0,10910760643759218"
417,"0,03449716881326731","0,10830898272746536"
418,"0,03429584348077054","0,10751671009695965"
419,"0,034096606282786296","0,10673074307574927"
420,"0,03389942442681601","0,10595103633628176"
421,"0,03370426577921232","0,10517754469901895"
422,"0,033511098850377986","0,10441022313747138"
423,"0,0333198927803184","0,10364902678303171"
424,"0,03313061732453866","0,10289391092961304"
425,"0,03294324284027701","0,1021448310380975"
426,"0,032757740273065966","0,10140174274060025"
427,"0,03257408114361336","0,1006646018445546"
428,"0,03239223753499513","0,09993336433662292"
429,"0,0322121820801523","0,09920798638643832"
430,"0,03203388794968456","0,09848842435018225"
431,"0,03185732883993306","0,09777463477400217"
432,"0,031682478961345545","0,09706657439727448"
433,"0,031509313027116466","0,09636420015571653"
434,"0,031337806242095534","0,09566746918435268"
435,"0,03116793429195804","0,09497633882033794"
436,"0,030999673332630505","0,09429076660564396"
437,"0,03083299997996529","0,09361071028961102"
438,"0,03066789129965808","0,09293612783136976"
439,"0,030504324797402328","0,09226697740213695"
440,"0,030342278409274677","0,09160321738738852"
441,"0,03018173049234581","0,0909448063889137"
442,"0,030022659815511166","0,09029170322675358"
443,"0,02986504555053602","0,08964386694102776"
